organization_id,pipeline_type,content,language,references,ncbi_tax_id,scientific_name,rank,superkingdom,kingdom,phylum,class,order,family,genus,species,organization_name
2,Metagenomic,"Acinetobacter ursingii e uma bacteria cocobacilo gramnegativa nao fermentadora pertencente ao genero Acinetobacter. Pode ser encontrada em ambientes hospitalares e em seres humanos, geralmente em condicoes de imunossupressao ou em pacientes com comorbidades graves. As infeccoes por A. ursingii podem variar de infeccoes leves da pele a infeccoes mais graves, como pneumonia, infeccoes urinarias e septicemia, especialmente em pacientes imunocomprometidos.",PT_BR,"Daniel AM, Garzón D, Vivas A, Viviana TM, Cubides-Diaz DA, Fabian YM. Catheter-related bloodstream infection due to Acinetobacter ursingii in a hemodialysis patient: case report and literature review. Pan Afr Med J. 2021 Jul 22;39:208. doi: 10.11604/pamj.2021.39.208.30565. PMID: 34603589; PMCID: PMC8464211., ",108980,Acinetobacter ursingii,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,HIAE
1,Metagenomic,"Membros do genero Pestivirus sao agentes causadores de doencas economicamente importantes para o gado e animais selvagens que ocorrem em todo o mundo, como diarreia viral bovina, peste suina classica e doenca de fronteira de ovelhas. Os pestivirus tem novas insercoes de genes hospedeiros no genoma viral e funcoes de proteinas virais unicas, N(pro) e E(rns), relacionadas a patogenicidade, embora a estrutura genomica esteja intimamente relacionada aos outros virus da familia Flaviviridae, especialmente o virus da hepatite C. Nesta revisao, estudos recentes sobre a base molecular da patogenicidade de infeccoes por pestivirus foram resumidos.",PT_BR,"Chu Yuan Kee MJ, Chen J. Phage Transduction of Staphylococcus aureus. Methods Mol Biol. 2024;2738:263-275. doi: 10.1007/978-1-0716-3549-0_17. PMID: 37966605., ",1403390,Staphylococcus phage phiRS7,Species,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes,Caudoviricetes,Unknown,Staphylococcus phage phiRS7,Vars
2,Virome,"Os virus Influenza apresentam genoma de RNA segmentado, em fita simples senso negativo, de aproximadamente 13.500 pb. Pertencem a familia Orthomyxoviridae sendo as especies mais importantes: Influenza A, Influenza B, Influenza C, Influenza D. Os subtipos H1N1, H1N2 e H3N2 sao os unicos subtipos de Influenza A que atualmente circulam entre humanos (Krammer et al., 2018).",PT_BR,"Krammer, Florian, et al. Influenza. Nature Reviews Diseases Primers 4, 3 (2018)., ",11320,Influenza A virus,No Rank,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,HIAE
2,Metagenomic,"Os virus Influenza apresentam genoma de RNA segmentado, em fita simples senso negativo, de aproximadamente 13.500 pb. Pertencem a familia Orthomyxoviridae sendo as especies mais importantes: Influenza A, Influenza B, Influenza C, Influenza D. Os subtipos H1N1, H1N2 e H3N2 sao os unicos subtipos de Influenza A que atualmente circulam entre humanos (Krammer et al., 2018).",PT_BR,"Krammer, Florian, et al. Influenza. Nature Reviews Diseases Primers 4, 3 (2018)., ",11320,Influenza A virus,No Rank,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,HIAE
1,Virome,"Members of the genus Pestivirus, are causative agents of economically important diseases for livestock and wild animals that occur worldwide, such as bovine viral diarrhea, classical swine fever, and border disease of sheep. Pestivirus have novel insertions of host genes in the viral genome and functions of unique viral proteins, N(pro) and E(rns), related to the pathogenicity although genomic structure is closely related to the other viruses of Flaviviridae family, especially hepatitis C virus. In this review, recent studies on the molecular basis of pathogenicity of pestivirus infections were summarized.",PT_BR,"Sakoda Y. Pestivirus. Uirusu. 2011 Dec;61(2):239-48. Japanese. doi: 10.2222/jsv.61.229. PMID: 22916570., ",674079,Marisediminicola antarctica,Species,Bacteria,Unknown,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Marisediminicola,Marisediminicola antarctica,Vars
2,Virome,"O virus da Hepatite B, ou HBV, e membro do genero Orthohepadnavirus da familia Hepadnaviridae. Membros desta familia apresentam genoma de DNA parcialmente duplafita de aproximadamente 3,200 pb. HBV e o agente etiologico da Hepatite B, uma doenca de evolucao aguda ou cronica, que a Organizacao Mundial da Saude estima infectar 257 milhoes de pessoas no mundo (Relatorio da Organizacao Mundial da Saude sobre Hepatite B, 2019). Atualmente sao conhecidos pelo menos 8 genotipos de HBV (AH), e dentre estes, varios subgenotipos que refletem sua alta diversidade genetica deste virus. Atraves da tecnica empregada neste exame, foi possivel a identificacao do genoma completo ou parcial do virus da hepatite B.",PT_BR,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",2163996,Capuchin monkey hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Capuchin monkey hepatitis B virus,HIAE
2,Virome,"Hepatitis B virus (HBV) is a member of the Orthohepadnavirus genus in the Hepadnaviridae family. Members of this family present partially doublestranded DNA genomes of approximately 3,200 bp. HBV is the etiological agent of Hepatitis B, a disease of acute or chronic manifestation, infecting around 257 millions of people around the world according to the WHO (Report on hepatitis B, 2019). Currently, 8 genotypes are known to circulate in the world (AH), plus several subgenotypes reflecting high genomic diversity. Using this technique, it was possible to recover a complete or partial genome of the Hepatitis B virus.",EN,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",2163996,Capuchin monkey hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Capuchin monkey hepatitis B virus,HIAE
2,Metagenomic,"O virus da Hepatite B, ou HBV, e membro do genero Orthohepadnavirus da familia Hepadnaviridae. Membros desta familia apresentam genoma de DNA parcialmente duplafita de aproximadamente 3,200 pb. HBV e o agente etiologico da Hepatite B, uma doenca de evolucao aguda ou cronica, que a Organizacao Mundial da Saude estima infectar 257 milhoes de pessoas no mundo (Relatorio da Organizacao Mundial da Saude sobre Hepatite B, 2019). Atualmente sao conhecidos pelo menos 8 genotipos de HBV (AH), e dentre estes, varios subgenotipos que refletem sua alta diversidade genetica deste virus. Atraves da tecnica empregada neste exame, foi possivel a identificacao do genoma completo ou parcial do virus da hepatite B.",PT_BR,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",2163996,Capuchin monkey hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Capuchin monkey hepatitis B virus,HIAE
2,Metagenomic,"Hepatitis B virus (HBV) is a member of the Orthohepadnavirus genus in the Hepadnaviridae family. Members of this family present partially doublestranded DNA genomes of approximately 3,200 bp. HBV is the etiological agent of Hepatitis B, a disease of acute or chronic manifestation, infecting around 257 millions of people around the world according to the WHO (Report on hepatitis B, 2019). Currently, 8 genotypes are known to circulate in the world (AH), plus several subgenotypes reflecting high genomic diversity. Using this technique, it was possible to recover a complete or partial genome of the Hepatitis B virus.",EN,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",2163996,Capuchin monkey hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Capuchin monkey hepatitis B virus,HIAE
2,Virome,"O virus da Hepatite C, tambem conhecido como Hepacivirus C ou HCV, e membro do genero Hepacivirus da familia Flaviviridae. Membros desta familia apresentam genoma de RNA simplesfita sensopositivo de aproximadamente 10,000 pb. HCV e o agente etiologico da Hepatite C, uma doenca de manifestacao aguda ou cronica. Atualmente sao conhecidos 6 genotipos de HCV (16), e dentre estes, varios subtipos que refletem sua alta diversidade genetica. Os genotipos 1a, 1b e 3a sao de abrangencia mundial associados com a maioria dos casos reportados. O genotipo 4 sao de alta prevalencia na Africa e Oriente medio, enquanto o genotipo 5 e geralmente encontrado na Africa. Por fim, o genotipo 6 e encontrado predomitemente no continente asiatico (Messina, et al., 2015). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus HCV.",PT_BR,"Messina, Jane P., et al. ""Global distribution and prevalence of hepatitis C virus genotypes."" Hepatology 61.1 (2015): 77-87., ",11103,Hepacivirus C,Species,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus hominis,HIAE
2,Virome,"The Hepatitis virus C virus, also known as Hepacivirus C or HCV, is a member of the Hepacivirus genus in the Flaviviridae family. Members of this family present singlestranded positive sense RNA genomes of approximately 10,000 bp. HCV is the etiological agent of Hepatitis C, a disease of acute or chronic manifestation. Currently, 6 genotypes of HCV are known (16), and several subgenotypes indicating high diversity. The genotypes 1a, 1b and 3a are distributed worldwide and correspond to most of the cases reported annually. Genotype 4 is prevalent in Africa and Middle East, while genotype 5 is prevalent in Africa. Finally, genotype 6 is mostly reported in Asia (Messina et al., 2015). Using this technique, it was possible to identify a complete or partial genome of the Hepatitis C virus.",EN,"Messina, Jane P., et al. ""Global distribution and prevalence of hepatitis C virus genotypes."" Hepatology 61.1 (2015): 77-87., ",11103,Hepacivirus C,Species,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus hominis,HIAE
2,Metagenomic,"O virus da Hepatite C, tambem conhecido como Hepacivirus C ou HCV, e membro do genero Hepacivirus da familia Flaviviridae. Membros desta familia apresentam genoma de RNA simplesfita sensopositivo de aproximadamente 10,000 pb. HCV e o agente etiologico da Hepatite C, uma doenca de manifestacao aguda ou cronica. Atualmente sao conhecidos 6 genotipos de HCV (16), e dentre estes, varios subtipos que refletem sua alta diversidade genetica. Os genotipos 1a, 1b e 3a sao de abrangencia mundial associados com a maioria dos casos reportados. O genotipo 4 sao de alta prevalencia na Africa e Oriente medio, enquanto o genotipo 5 e geralmente encontrado na Africa. Por fim, o genotipo 6 e encontrado predomitemente no continente asiatico (Messina, et al., 2015). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus HCV.",PT_BR,"Messina, Jane P., et al. ""Global distribution and prevalence of hepatitis C virus genotypes."" Hepatology 61.1 (2015): 77-87., ",11103,Hepacivirus C,Species,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus hominis,HIAE
2,Metagenomic,"The Hepatitis virus C virus, also known as Hepacivirus C or HCV, is a member of the Hepacivirus genus in the Flaviviridae family. Members of this family present singlestranded positive sense RNA genomes of approximately 10,000 bp. HCV is the etiological agent of Hepatitis C, a disease of acute or chronic manifestation. Currently, 6 genotypes of HCV are known (16), and several subgenotypes indicating high diversity. The genotypes 1a, 1b and 3a are distributed worldwide and correspond to most of the cases reported annually. Genotype 4 is prevalent in Africa and Middle East, while genotype 5 is prevalent in Africa. Finally, genotype 6 is mostly reported in Asia (Messina et al., 2015). Using this technique, it was possible to identify a complete or partial genome of the Hepatitis C virus.",EN,"Messina, Jane P., et al. ""Global distribution and prevalence of hepatitis C virus genotypes."" Hepatology 61.1 (2015): 77-87., ",11103,Hepacivirus C,Species,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus hominis,HIAE
2,Metagenomic,"Moraxella osloensis e uma bacteria aerobia gramnegativa pertencente a microbiota do trato respiratorio humano. Raramente pode causar infeccoes, principalmente em individuos imunocomprometidos. Existe uma lacuna no conhecimento sobre seu significado clinico devido a sua raridade e a dificuldade de identificacao.",PT_BR,"Maruyama Y, Shigemura T, Aoyama K, Nagano N, Nakazawa Y. Bacteremia due to Moraxella osloensis: a case report and literature review. Braz J Infect Dis. 2018 Jan-Feb;22(1):60-62. doi: 10.1016/j.bjid.2017.10.008., ",34062,Moraxella osloensis,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,HIAE
1,Metagenomic,"To date, limited information is available on cytomegalovirus (CMV) and lymphocryptovirus (LCV) from Chlorocebus monkeys. We report here high detection rates of herpesviruses in freeroaming African green monkeys (AGMs, Chlorocebus sabaeus) (26.4%, 23/87) and in captive AGMs (75%, 3/4) with respiratory disease on the Caribbean Island of St. Kitts. LCV (81.25%) was more prevalent than CMV (18.75%) in the AGMs. Applying a bigenic PCR approach (targeting DNA polymerase (DPOL) and glycoprotein B (gB) genes), long sequences were obtained from representative AGM CMV (KNASD6) and LCV (KNAE4, N6 and R15) samples, and mixed LCV infections were identified in KNAN6 and R15.",PT_BR,"Mancuso DM, Gainor K, Dore KM, Gallagher CA, Beierschmitt A, Malik YS, Ghosh S. Molecular Detection and Genetic Diversity of Cytomegaloviruses and Lymphocryptoviruses in Free-Roaming and Captive African Green Monkeys (Chlorocebus sabaeus). Int J Mol Sci. 2024 Mar 14;25(6):3272. doi: 10.3390/ijms25063272. PMID: 38542246; PMCID: PMC10970604., ",2058152,Klebsiella grimontii,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella grimontii,Vars
2,Metagenomic,"Citomegalovirus (CMV) e um genero de virus da familia Herpesviridae. Dentre as 11 especies deste genero, encontrase o betaherpesvirus humano 5 (HCMV, citomegalovirus humano, HHV5), que e a especie que infecta humanos. Este virus possui um genoma de DNA fita dupla (dsDNA) com aproximadamente 235000 pb e codifica pelo menos 208 proteinas. Em individuos saudaveis, o CMV causa uma infeccao assintomatica, permanecendo latente durante a vida. No entanto, em pacientes imunossuprimidos, as doencas associadas ao HHV5 podem incluir: mononucleose, pneumonia, alem de poder causar surdez em recemnascidos (CMV congenito).",PT_BR,"Sijmons S, Van Ranst M, Maes P. Genomic and functional characteristics of human cytomegalovirus revealed by next-generation sequencing. Viruses. 2014 Mar 5;6(3):1049-72. doi: 10.3390/v6031049. PMID: 24603756; PMCID: PMC3970138. Cannon MJ, Schmid DS, Hyde TB. Review of cytomegalovirus seroprevalence and demographic characteristics associated with infection. Rev Med Virol. 2010 Jul;20(4):202-13. doi: 10.1002/rmv.655. PMID: 20564615., ",3050295,Cytomegalovirus humanbeta5,Species,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Cytomegalovirus humanbeta5,HIAE
1,Virome,"Members of the genus Pestivirus, are causative agents of economically important diseases for livestock and wild animals that occur worldwide, such as bovine viral diarrhea, classical swine fever, and border disease of sheep. Pestivirus have novel insertions of host genes in the viral genome and functions of unique viral proteins, N(pro) and E(rns), related to the pathogenicity although genomic structure is closely related to the other viruses of Flaviviridae family, especially hepatitis C virus. In this review, recent studies on the molecular basis of pathogenicity of pestivirus infections were summarized.",EN,"Sakoda Y. Pestivirus. Uirusu. 2011 Dec;61(2):239-48. Japanese. doi: 10.2222/jsv.61.229. PMID: 22916570., ",3050295,Cytomegalovirus humanbeta5,Species,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Cytomegalovirus humanbeta5,Vars
1,Virome,"Membros do genero Pestivirus sao agentes causadores de doencas economicamente importantes para o gado e animais selvagens que ocorrem em todo o mundo, como diarreia viral bovina, peste suina classica e doenca de fronteira de ovelhas. Os pestivirus tem novas insercoes de genes hospedeiros no genoma viral e funcoes de proteinas virais unicas, N(pro) e E(rns), relacionadas a patogenicidade, embora a estrutura genomica esteja intimamente relacionada aos outros virus da familia Flaviviridae, especialmente o virus da hepatite C. Nesta revisao, estudos recentes sobre a base molecular da patogenicidade de infeccoes por pestivirus foram resumidos.",PT_BR,"Sakoda Y. Pestivirus. Uirusu. 2011 Dec;61(2):239-48. Japanese. doi: 10.2222/jsv.61.229. PMID: 22916570., ",3050295,Cytomegalovirus humanbeta5,Species,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Cytomegalovirus humanbeta5,Vars
2,Virome,"Haemophilus influenzae e uma bacteria gramnegativa aerobica facultativa da familia Pasteurellaceae. H. influenzae e uma bacteria que atinge principalmente criancas ate cinco anos, causando infeccoes que comecam geralmente no nariz e na garganta, mas podem se espalhar para outras partes do corpo, incluindo pele, ouvidos, pulmoes, articulacoes, membranas que revestem o coracao, medula espinhal e cerebro. Essa bacteria pode causar diferentes doencas infecciosas com complicacoes graves, como pneumonia, inflamacao na epiglote, dor de ouvido, infeccao generalizada na corrente sanguinea, inflamacao do pericardio, inflamacao das articulacoes e sinusite.  Uma das piores doencas causadas pela bacteria Haemophilus influenzae tipo b e a meningite, que geralmente tem um inicio subito com febre, dor de cabeca intensa, nauseas, vomitos e rigidez de nuca. Sequelas graves ocorrem de 3% a 5% dos sobreviventes de meningite por Hib como deficit auditivo grave e lesoes cerebrais permanentes (Park et al., 2022). Atraves da tecnica empregada neste exame, foi possivel a recuperacao de fragmentos de mRNA identificados como H. influenzae.",PT_BR,"Park, Jay J., et al. ""Estimating the global and regional burden of meningitis in children caused by Haemophilus influenzae type b: A systematic review and meta-analysis."" Journal of global health 12 (2022)., ",727,Haemophilus influenzae,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,HIAE
2,Metagenomic,"Haemophilus influenzae e uma bacteria gramnegativa aerobica facultativa da familia Pasteurellaceae. H. influenzae e uma bacteria que atinge principalmente criancas ate cinco anos, causando infeccoes que comecam geralmente no nariz e na garganta, mas podem se espalhar para outras partes do corpo, incluindo pele, ouvidos, pulmoes, articulacoes, membranas que revestem o coracao, medula espinhal e cerebro. Essa bacteria pode causar diferentes doencas infecciosas com complicacoes graves, como pneumonia, inflamacao na epiglote, dor de ouvido, infeccao generalizada na corrente sanguinea, inflamacao do pericardio, inflamacao das articulacoes e sinusite.  Uma das piores doencas causadas pela bacteria Haemophilus influenzae tipo b e a meningite, que geralmente tem um inicio subito com febre, dor de cabeca intensa, nauseas, vomitos e rigidez de nuca. Sequelas graves ocorrem de 3% a 5% dos sobreviventes de meningite por Hib como deficit auditivo grave e lesoes cerebrais permanentes (Park et al., 2022). Atraves da tecnica empregada neste exame, foi possivel a recuperacao de fragmentos de mRNA identificados como H. influenzae.",PT_BR,"Park, Jay J., et al. ""Estimating the global and regional burden of meningitis in children caused by Haemophilus influenzae type b: A systematic review and meta-analysis."" Journal of global health 12 (2022)., ",727,Haemophilus influenzae,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,HIAE
2,Metagenomic,"Staphylococcus aureus e uma bacteria grampositiva que faz parte da microbiota humana, porem pode ser patogenica e provocar desde infeccoes mais simples como as cutaneas ate as mais graves, como pneumonia, meningite, endocardite, sindrome do choque toxico e septicemia.",PT_BR,"Thwaites GE, Edgeworth JD, Gkrania-Klotsas E, Kirby A, Tilley R, Török ME, Walker S, Wertheim HF, Wilson P, Llewelyn MJ; UK Clinical Infection Research Group. Clinical management of Staphylococcus aureus bacteraemia. Lancet Infect Dis. 2011 Mar;11(3):208-22. doi: 10.1016/S1473-3099(10)70285-1. PMID: 21371655., ",1280,Staphylococcus aureus,Species,Bacteria,Unknown,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,HIAE
2,Virome,"Os coronavirus humanos (HCoVsOC43, HCoVs 229E, HCoVs NL63 e HCoVsHKU1) apresentam distribuicao mundial e sao responsaveis por infeccoes do trato respiratorio superior e inferior. Sao considerados a segunda causa mais comum de resfriado (Davis et al., 2018). O HCoVsHKU1 e HCoVNL63 podem causar em determinados grupos de risco (criancas, idosos e pacientes imunocomprometidos) quadros de bronquiolite e pneumonia. Mais recentemente, um novo virus designado de SARSCoV2 se tornou responsavel pela pandemia mundial da sindrome respiratoria COVID19. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Coronavirus.",PT_BR,"Davis, Brian M., et al. ""Human coronaviruses and other respiratory infections in young adults on a university campus: prevalence, symptoms, and shedding."" Influenza and other respiratory viruses 12.5 (2018): 582-590., ",694009,Severe acute respiratory syndrome-related coronavirus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,HIAE
2,Metagenomic,"Os coronavirus humanos (HCoVsOC43, HCoVs 229E, HCoVs NL63 e HCoVsHKU1) apresentam distribuicao mundial e sao responsaveis por infeccoes do trato respiratorio superior e inferior. Sao considerados a segunda causa mais comum de resfriado (Davis et al., 2018). O HCoVsHKU1 e HCoVNL63 podem causar em determinados grupos de risco (criancas, idosos e pacientes imunocomprometidos) quadros de bronquiolite e pneumonia. Mais recentemente, um novo virus designado de SARSCoV2 se tornou responsavel pela pandemia mundial da sindrome respiratoria COVID19. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Coronavirus.",PT_BR,"Davis, Brian M., et al. ""Human coronaviruses and other respiratory infections in young adults on a university campus: prevalence, symptoms, and shedding."" Influenza and other respiratory viruses 12.5 (2018): 582-590., ",694009,Severe acute respiratory syndrome-related coronavirus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,HIAE
1,Virome,"O atual surto de uma doenca respiratoria aguda associada ao coronavirus chamada doenca de coronavirus 19 (COVID19) e o terceiro surto documentado de um coronavirus animal para humanos em apenas duas decadas que resultou em uma grande epidemia. O Coronaviridae Study Group (CSG) do Comite Internacional de Taxonomia de Virus, responsavel pelo desenvolvimento da classificacao dos virus e da nomenclatura taxonomica da familia Coronaviridae , avaliou a colocacao do patogeno humano, provisoriamente denominado 2019nCoV, dentro do Coronaviridae. Com base na filogenia, taxonomia e pratica estabelecida, o CSG reconhece este virus como formando um clado irmao do prototipo humano e morcego coronavirus da sindrome respiratoria aguda grave (SARSCoVs) da especie Coronavirus relacionado a sindrome respiratoria aguda grave, e o designa como SARSCoV2. Para facilitar a comunicacao, o CSG propoe usar a seguinte convencao de nomenclatura para isolados individuais: SARSCoV2/host/location/isolate/date.",PT_BR,"A espécie Coronavírus relacionado à síndrome respiratória aguda grave: classificando 2019-nCoV e nomeando-o SARS-CoV-2, https://pubmed.ncbi.nlm.nih.gov/32123347/",694009,Severe acute respiratory syndrome-related coronavirus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,Vars
21,Virome,O vrius sars cov 2 causa a sindrome respirat,PT_BR,Not Available,694009,Severe acute respiratory syndrome-related coronavirus,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,Demo-Organization
2,Metagenomic,"Finegoldia magna e Peptoniphilus harei sao especies de cocos grampositivos estritamente anaerobios. Normalmente colonizam as superficies da boca e da pele humana, bem como os tratos gastrointestinal e urogenital. Podem estar associados a varios tipos de infeccoes anaerobias, como infeccao respiratoria (incluindo sinusite cronica, mastoidite, otite media aguda e cronica, pneumonia por aspiracao e abscesso pulmonar) e infeccoes necrosantes, subcutaneas e de tecidos moles. Na literatura, ha relatos de isolamento destes microrganismos em abscessos mamarios.",PT_BR,"Song, Y. and Finegold, S.M. (2011). Peptostreptococcus, Finegoldia, Anaerococcus, Peptoniphilus, Veillonella , and Other Anaerobic Cocci . In Manual of Clinical Microbiology (eds J. Versalovic, K.C. Carroll, G. Funke, J.H. Jorgensen, M.L. Landry and D.W. Warnock Murphy EC, Frick IM. Gram-positive anaerobic cocci--commensals and opportunistic pathogens. FEMS Microbiol Rev. 2013 Jul;37(4):520-53. doi: 10.1111/1574-6976.12005. Epub 2012 Nov 15. PMID: 23030831., ",1260,Finegoldia magna,Species,Bacteria,Unknown,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,HIAE
2,Virome,"O virus da Hepatite B, ou HBV, e membro do genero Orthohepadnavirus da familia Hepadnaviridae. Membros desta familia apresentam genoma de DNA parcialmente duplafita de aproximadamente 3,200 pb. HBV e o agente etiologico da Hepatite B, uma doenca de evolucao aguda ou cronica, que a Organizacao Mundial da Saude estima infectar 257 milhoes de pessoas no mundo (Relatorio da Organizacao Mundial da Saude sobre Hepatite B, 2019).Atualmente sao conhecidos pelo menos 8 genotipos de HBV (AH), e dentre estes, varios subgenotipos que refletem sua alta diversidade genetica deste virus. Atraves da tecnica empregada neste exame, foi possivel a identificacao do genoma completo ou parcial do virus da hepatite B.",PT_BR,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",10407,Hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Hepatitis B virus,HIAE
2,Virome,"Hepatitis B virus (HBV) is a member of the Orthohepadnavirus genus in the Hepadnaviridae family. Members of this family present partially doublestranded DNA genomes of approximately 3,200 bp. HBV is the etiological agent of Hepatitis B, a disease of acute or chronic manifestation, infecting around 257 millions of people around the world according to the WHO (Report on hepatitis B, 2019). Currently, 8 genotypes are known to circulate in the world (AH), plus several subgenotypes reflecting high genomic diversity. Using this technique, it was possible to recover a complete or partial genome of the Hepatitis B virus.",EN,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",10407,Hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Hepatitis B virus,HIAE
2,Metagenomic,"O virus da Hepatite B, ou HBV, e membro do genero Orthohepadnavirus da familia Hepadnaviridae. Membros desta familia apresentam genoma de DNA parcialmente duplafita de aproximadamente 3,200 pb. HBV e o agente etiologico da Hepatite B, uma doenca de evolucao aguda ou cronica, que a Organizacao Mundial da Saude estima infectar 257 milhoes de pessoas no mundo (Relatorio da Organizacao Mundial da Saude sobre Hepatite B, 2019). Atualmente sao conhecidos pelo menos 8 genotipos de HBV (AH), e dentre estes, varios subgenotipos que refletem sua alta diversidade genetica deste virus. Atraves da tecnica empregada neste exame, foi possivel a identificacao do genoma completo ou parcial do virus da hepatite B.",PT_BR,"World health Organization (WHO). Hepatitis B. Fact sheet. Revised July 2019. Last accessed in Jan 2020. https://www.who.int/news-room/fact-sheets/detail/hepatitis-b., ",10407,Hepatitis B virus,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Hepatitis B virus,HIAE
